group	group_annotation	lrt_pvalue	fdr	log10p	beta	af	genome	gene_id	contig	start	end	strand	gene_name	product	row_num	hgt_side	hgt_mag	hgt_contig	hgt_start	hgt_end	overlap_bp	gene_overlap_fraction	hgt_overlap_fraction	MAG_1	MAG_2	Sequence_query	Sequence_subject	species_pair	individual_1	individual_2	Person	within_cohort	Identity	Length	plasmid1	plamids2	plasmid
group_4365	Lipoprotein	2.30E-05	0.00490705	4.638272	3.54E+00	1.51E-01	AR-005_B01.unicycler	ILOMFK_13935	6	216105	216509	+		Lipoprotein	915	MAG_1	AR-005_B01	6	214216	217353	405	1.000000	0.129063	AR-005_B01	BP2_3_B11_OPE-019_G01	AR-005_B01_6_214216_217353	BP2_3_B11_OPE-019_G01_92_10752_13889	32_1-42_2	102	102	within	US	100.0	3138	0	0	0
group_4365	Lipoprotein	2.30E-05	0.00490705	4.638272	3.54E+00	1.51E-01	BP2_3_B11_OPE-019_B02.unicycler	NLCJNO_13835	6	243101	243505	-		Lipoprotein	19564	MAG_1	BP2_3_B11_OPE-019_B02	6	242257	245394	405	1.000000	0.129063	BP2_3_B11_OPE-019_B02	BP2_3_B11_OPE-019_G01	BP2_3_B11_OPE-019_B02_6_242257_245394	BP2_3_B11_OPE-019_G01_92_13889_10752	32_1-42_2	102	102	within	US	100.0	3138	0	0	0
group_4365	Lipoprotein	2.30E-05	0.00490705	4.638272	3.54E+00	1.51E-01	BP2_3_B11_OPE-019_F01.unicycler	PJPFPN_08945	4	238910	239314	-		Lipoprotein	19987	MAG_1	BP2_3_B11_OPE-019_F01	4	238066	241203	405	1.000000	0.129063	BP2_3_B11_OPE-019_F01	BP2_3_B11_OPE-019_G01	BP2_3_B11_OPE-019_F01_4_238066_241203	BP2_3_B11_OPE-019_G01_92_13889_10752	32_1-42_2	102	102	within	US	100.0	3138	0	0	0
group_4365	Lipoprotein	2.30E-05	0.00490705	4.638272	3.54E+00	1.51E-01	BP2_3_B11_OPE-019_H02.unicycler	NLONBI_10510	5	243101	243505	-		Lipoprotein	20167	MAG_2	BP2_3_B11_OPE-019_H02	5	242257	245394	405	1.000000	0.129063	BP2_3_B11_OPE-019_G01	BP2_3_B11_OPE-019_H02	BP2_3_B11_OPE-019_G01_92_10752_13889	BP2_3_B11_OPE-019_H02_5_245394_242257	32_1-42_2	102	102	within	US	100.0	3138	0	0	0
group_4365	Lipoprotein	2.30E-05	0.00490705	4.638272	3.54E+00	1.51E-01	BP2_3_B2_OPE-020_B11.unicycler	GANMJO_08055	4	216105	216509	+		Lipoprotein	20126	MAG_2	BP2_3_B2_OPE-020_B11	4	214216	217353	405	1.000000	0.129063	BP2_3_B11_OPE-019_G01	BP2_3_B2_OPE-020_B11	BP2_3_B11_OPE-019_G01_92_10752_13889	BP2_3_B2_OPE-020_B11_4_214216_217353	32_1-42_2	102	102	within	US	100.0	3138	0	0	0
group_4365	Lipoprotein	2.30E-05	0.00490705	4.638272	3.54E+00	1.51E-01	BP2_3_B2_OPE-020_F12.unicycler	JNFKFK_12825	6	216105	216509	+		Lipoprotein	20150	MAG_2	BP2_3_B2_OPE-020_F12	6	214216	217353	405	1.000000	0.129063	BP2_3_B11_OPE-019_G01	BP2_3_B2_OPE-020_F12	BP2_3_B11_OPE-019_G01_92_10752_13889	BP2_3_B2_OPE-020_F12_6_214216_217353	32_1-42_2	102	102	within	US	100.0	3138	0	0	0
group_4365	Lipoprotein	2.30E-05	0.00490705	4.638272	3.54E+00	1.51E-01	BP2_3_B2_OPE-020_H12.unicycler	JNGIKL_04530	2	210212	210616	+		Lipoprotein	20149	MAG_2	BP2_3_B2_OPE-020_H12	2	208323	211460	405	1.000000	0.129063	BP2_3_B11_OPE-019_G01	BP2_3_B2_OPE-020_H12	BP2_3_B11_OPE-019_G01_92_10752_13889	BP2_3_B2_OPE-020_H12_2_208323_211460	32_1-42_2	102	102	within	US	100.0	3138	0	0	0
group_4365	Lipoprotein	2.30E-05	0.00490705	4.638272	3.54E+00	1.51E-01	N7F13S5R46_GA-J-05_F01.unicycler	FJJJGF_03405	1	796527	796931	+		Lipoprotein	20209	MAG_2	N7F13S5R46_GA-J-05_F01	1	794638	797775	405	1.000000	0.129063	BP2_3_B11_OPE-019_G01	N7F13S5R46_GA-J-05_F01	BP2_3_B11_OPE-019_G01_92_10752_13889	N7F13S5R46_GA-J-05_F01_1_794638_797775	32_1-42_2	102	102	within	US	100.0	3138	0	0	0
group_4365	Lipoprotein	2.30E-05	0.00490705	4.638272	3.54E+00	1.51E-01	N7F13S5R48_GA-J-05_H01.unicycler	OAOOED_03410	1	796527	796931	+		Lipoprotein	20146	MAG_2	N7F13S5R48_GA-J-05_H01	1	794638	797775	405	1.000000	0.129063	BP2_3_B11_OPE-019_G01	N7F13S5R48_GA-J-05_H01	BP2_3_B11_OPE-019_G01_92_10752_13889	N7F13S5R48_GA-J-05_H01_1_794638_797775	32_1-42_2	102	102	within	US	100.0	3138	0	0	0
group_4365	Lipoprotein	2.30E-05	0.00490705	4.638272	3.54E+00	1.51E-01	N7F19S5R41_GA-J-05_A07.unicycler	GJIGJI_09510	4	418377	418781	-		Lipoprotein	20141	MAG_2	N7F19S5R41_GA-J-05_A07	4	417533	420670	405	1.000000	0.129063	BP2_3_B11_OPE-019_G01	N7F19S5R41_GA-J-05_A07	BP2_3_B11_OPE-019_G01_92_10752_13889	N7F19S5R41_GA-J-05_A07_4_420670_417533	32_1-42_2	102	102	within	US	100.0	3138	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	AR-003_F04.unicycler	OLBMAM_09080	4	317679	318812	-		Plasmid transfer protein	84791	MAG_1	AR-003_F04	4	277343	325054	1134	1.000000	0.023768	AR-003_F04	AR-003_H04	AR-003_F04_4_277343_325054	AR-003_H04_10_76827_124538	32_1-44_1	62	62	within	US	100.0	47712	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	AR-003_F04.unicycler	OLBMAM_09080	4	317679	318812	-		Plasmid transfer protein	84808	MAG_1	AR-003_F04	4	281380	336530	1134	1.000000	0.020562	AR-003_F04	BU-03_H09	AR-003_F04_4_281380_336530	BU-03_H09_2_1_55151	32_1-48_2	62	62	within	US	100.0	55151	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	AR-003_H03.unicycler	IPPGDP_14225	7	55668	56801	-		Plasmid transfer protein	83562	MAG_2	AR-003_H03	7	1	65755	1134	1.000000	0.017246	AR-003_A04	AR-003_H03	AR-003_A04_11_1_65755	AR-003_H03_7_65755_1	32_1-44_3	84	84	within	US	100.0	65755	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	AR-003_H03.unicycler	IPPGDP_14225	7	55668	56801	-		Plasmid transfer protein	85239	MAG_1	AR-003_H03	7	17678	65755	1134	1.000000	0.023587	AR-003_H03	BP2_3_B12_OPE-029_D09	AR-003_H03_7_17678_65755	BP2_3_B12_OPE-029_D09_39_48078_1	32_1-44_3	84	84	within	US	100.0	48078	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	AR-003_H03.unicycler	IPPGDP_14225	7	55668	56801	-		Plasmid transfer protein	85327	MAG_1	AR-003_H03	7	1	65755	1134	1.000000	0.017246	AR-003_H03	GA-J-04_A06	AR-003_H03_7_1_65755	GA-J-04_A06_9_65755_1	32_1-44_3	84	84	within	US	100.0	65755	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	AR-003_H03.unicycler	IPPGDP_14225	7	55668	56801	-		Plasmid transfer protein	85334	MAG_1	AR-003_H03	7	1	65755	1134	1.000000	0.017246	AR-003_H03	GA-23-43_D12	AR-003_H03_7_1_65755	GA-23-43_D12_21_47739_113493	32_1-44_3	84	84	within	US	100.0	65755	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	AR-003_H03.unicycler	IPPGDP_14225	7	55668	56801	-		Plasmid transfer protein	85352	MAG_1	AR-003_H03	7	1	65755	1134	1.000000	0.017246	AR-003_H03	X04_G05	AR-003_H03_7_1_65755	X04_G05_10_65755_1	32_1-44_3	84	84	within	US	100.0	65755	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	BP2_1_A5_OPE-014_F07.unicycler	LFLCAF_21380	18	38161	39294	-		Plasmid transfer protein	7869	MAG_1	BP2_1_A5_OPE-014_F07	18	1	45529	1134	1.000000	0.024907	BP2_1_A5_OPE-014_F07	BP2_3_B2_OPE-020_G03	BP2_1_A5_OPE-014_F07_18_1_45529	BP2_3_B2_OPE-020_G03_33_45529_1	32_1-44_3	132	132	within	US	100.0	45529	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	BP2_1_A5_OPE-014_G07.unicycler	NCGLOJ_00210	1	38161	39294	-		Plasmid transfer protein	8083	MAG_1	BP2_1_A5_OPE-014_G07	1	1	45529	1134	1.000000	0.024907	BP2_1_A5_OPE-014_G07	BP2_3_B2_OPE-020_G03	BP2_1_A5_OPE-014_G07_1_1_45529	BP2_3_B2_OPE-020_G03_33_45529_1	32_1-44_3	132	132	within	US	100.0	45529	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	BP2_2_G12_OPE-023_C01.unicycler	LFBMHP_20435	9	202168	203301	+		Plasmid transfer protein	14229	MAG_1	BP2_2_G12_OPE-023_C01	9	193214	241291	1134	1.000000	0.023587	BP2_2_G12_OPE-023_C01	GA-23-43_D12	BP2_2_G12_OPE-023_C01_9_193214_241291	GA-23-43_D12_21_113493_65416	32_1-44_3	84	84	within	US	100.0	48078	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	BP2_2_G12_OPE-023_C01.unicycler	LFBMHP_20435	9	202168	203301	+		Plasmid transfer protein	14235	MAG_1	BP2_2_G12_OPE-023_C01	9	193214	241291	1134	1.000000	0.023587	BP2_2_G12_OPE-023_C01	X04_G05	BP2_2_G12_OPE-023_C01_9_193214_241291	X04_G05_10_1_48078	32_1-44_3	84	84	within	US	100.0	48078	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	BP2_2_G12_OPE-023_C01.unicycler	LFBMHP_20435	9	202168	203301	+		Plasmid transfer protein	14253	MAG_1	BP2_2_G12_OPE-023_C01	9	193214	241291	1134	1.000000	0.023587	BP2_2_G12_OPE-023_C01	GA-J-04_A06	BP2_2_G12_OPE-023_C01_9_193214_241291	GA-J-04_A06_9_1_48078	32_1-44_3	84	84	within	US	100.0	48078	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	BP2_2_G12_OPE-023_C01.unicycler	LFBMHP_20435	9	202168	203301	+		Plasmid transfer protein	14284	MAG_1	BP2_2_G12_OPE-023_C01	9	193214	241291	1134	1.000000	0.023587	BP2_2_G12_OPE-023_C01	BP2_3_B12_OPE-029_D09	BP2_2_G12_OPE-023_C01_9_193214_241291	BP2_3_B12_OPE-029_D09_39_1_48078	32_1-44_3	84	84	within	US	100.0	48078	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	BP2_2_G12_OPE-023_C01.unicycler	LFBMHP_20435	9	202168	203301	+		Plasmid transfer protein	83473	MAG_2	BP2_2_G12_OPE-023_C01	9	193214	241291	1134	1.000000	0.023587	AR-003_A04	BP2_2_G12_OPE-023_C01	AR-003_A04_11_1_48078	BP2_2_G12_OPE-023_C01_9_193214_241291	32_1-44_3	84	84	within	US	100.0	48078	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	BP2_2_G12_OPE-023_C08.unicycler	DNEDHK_00215	1	40095	41228	-		Plasmid transfer protein	14141	MAG_2	BP2_2_G12_OPE-023_C08	1	5	56458	1134	1.000000	0.020087	BP2_2_G12_OPE-023_B07	BP2_2_G12_OPE-023_C08	BP2_2_G12_OPE-023_B07_22_25575_82028	BP2_2_G12_OPE-023_C08_1_56458_5	32_1-48_2	65	65	within	US	100.0	56454	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	BP2_2_G12_OPE-023_C08.unicycler	DNEDHK_00215	1	40095	41228	-		Plasmid transfer protein	14462	MAG_1	BP2_2_G12_OPE-023_C08	1	5	56458	1134	1.000000	0.020087	BP2_2_G12_OPE-023_C08	BPU-01_A08	BP2_2_G12_OPE-023_C08_1_5_56458	BPU-01_A08_23_82028_25575	32_1-48_2	65	65	within	US	100.0	56454	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	BP2_2_G12_OPE-023_C08.unicycler	DNEDHK_00215	1	40095	41228	-		Plasmid transfer protein	14490	MAG_1	BP2_2_G12_OPE-023_C08	1	5	56458	1134	1.000000	0.020087	BP2_2_G12_OPE-023_C08	N7F23S5R61_NZ-BAC-8_E11	BP2_2_G12_OPE-023_C08_1_5_56458	N7F23S5R61_NZ-BAC-8_E11_20_82028_25575	32_1-48_2	65	65	within	US	100.0	56454	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	BP2_2_G12_OPE-023_F01.unicycler	KAMMEP_19595	9	202168	203301	+		Plasmid transfer protein	15087	MAG_1	BP2_2_G12_OPE-023_F01	9	193214	241291	1134	1.000000	0.023587	BP2_2_G12_OPE-023_F01	BP2_3_B12_OPE-029_D09	BP2_2_G12_OPE-023_F01_9_193214_241291	BP2_3_B12_OPE-029_D09_39_1_48078	32_1-44_3	84	84	within	US	100.0	48078	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	BP2_2_G12_OPE-023_F01.unicycler	KAMMEP_19595	9	202168	203301	+		Plasmid transfer protein	15097	MAG_1	BP2_2_G12_OPE-023_F01	9	193214	258968	1134	1.000000	0.017246	BP2_2_G12_OPE-023_F01	X04_G05	BP2_2_G12_OPE-023_F01_9_193214_258968	X04_G05_10_1_65755	32_1-44_3	84	84	within	US	100.0	65755	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	BP2_2_G12_OPE-023_F01.unicycler	KAMMEP_19595	9	202168	203301	+		Plasmid transfer protein	15105	MAG_1	BP2_2_G12_OPE-023_F01	9	193214	258968	1134	1.000000	0.017246	BP2_2_G12_OPE-023_F01	GA-J-04_A06	BP2_2_G12_OPE-023_F01_9_193214_258968	GA-J-04_A06_9_1_65755	32_1-44_3	84	84	within	US	100.0	65755	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	BP2_2_G12_OPE-023_F01.unicycler	KAMMEP_19595	9	202168	203301	+		Plasmid transfer protein	15107	MAG_1	BP2_2_G12_OPE-023_F01	9	193214	258968	1134	1.000000	0.017246	BP2_2_G12_OPE-023_F01	GA-23-43_D12	BP2_2_G12_OPE-023_F01_9_193214_258968	GA-23-43_D12_21_113493_47739	32_1-44_3	84	84	within	US	100.0	65755	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	BP2_2_G12_OPE-023_F01.unicycler	KAMMEP_19595	9	202168	203301	+		Plasmid transfer protein	83471	MAG_2	BP2_2_G12_OPE-023_F01	9	193214	258968	1134	1.000000	0.017246	AR-003_A04	BP2_2_G12_OPE-023_F01	AR-003_A04_11_1_65755	BP2_2_G12_OPE-023_F01_9_193214_258968	32_1-44_3	84	84	within	US	100.0	65755	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	BP2_2_M3_OPE-024_B11.unicycler	OJAGFA_00210	1	37991	39124	-		Plasmid transfer protein	15908	MAG_1	BP2_2_M3_OPE-024_B11	1	1	48078	1134	1.000000	0.023587	BP2_2_M3_OPE-024_B11	X04_G05	BP2_2_M3_OPE-024_B11_1_1_48078	X04_G05_10_48078_1	32_1-44_3	84	84	within	US	100.0	48078	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	BP2_2_M3_OPE-024_B11.unicycler	OJAGFA_00210	1	37991	39124	-		Plasmid transfer protein	15951	MAG_1	BP2_2_M3_OPE-024_B11	1	1	48078	1134	1.000000	0.023587	BP2_2_M3_OPE-024_B11	BP2_3_B12_OPE-029_D09	BP2_2_M3_OPE-024_B11_1_1_48078	BP2_3_B12_OPE-029_D09_39_48078_1	32_1-44_3	84	84	within	US	100.0	48078	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	BP2_2_M3_OPE-024_B11.unicycler	OJAGFA_00210	1	37991	39124	-		Plasmid transfer protein	15961	MAG_1	BP2_2_M3_OPE-024_B11	1	1	56845	1134	1.000000	0.019949	BP2_2_M3_OPE-024_B11	BP2_3_B12_OPE-029_B09	BP2_2_M3_OPE-024_B11_1_1_56845	BP2_3_B12_OPE-029_B09_3_399379_342535	32_1-42_2	84	84	within	US	100.0	56845	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	BP2_2_M3_OPE-024_B11.unicycler	OJAGFA_00210	1	37991	39124	-		Plasmid transfer protein	16014	MAG_1	BP2_2_M3_OPE-024_B11	1	1	48078	1134	1.000000	0.023587	BP2_2_M3_OPE-024_B11	GA-J-04_A06	BP2_2_M3_OPE-024_B11_1_1_48078	GA-J-04_A06_9_48078_1	32_1-44_3	84	84	within	US	100.0	48078	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	BP2_2_M3_OPE-024_B11.unicycler	OJAGFA_00210	1	37991	39124	-		Plasmid transfer protein	16020	MAG_1	BP2_2_M3_OPE-024_B11	1	1	48078	1134	1.000000	0.023587	BP2_2_M3_OPE-024_B11	GA-23-43_D12	BP2_2_M3_OPE-024_B11_1_1_48078	GA-23-43_D12_21_65416_113493	32_1-44_3	84	84	within	US	100.0	48078	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	BP2_2_M3_OPE-024_B11.unicycler	OJAGFA_00210	1	37991	39124	-		Plasmid transfer protein	16030	MAG_1	BP2_2_M3_OPE-024_B11	1	1	56845	1134	1.000000	0.019949	BP2_2_M3_OPE-024_B11	X04_F05	BP2_2_M3_OPE-024_B11_1_1_56845	X04_F05_3_161110_217954	32_1-42_2	84	84	within	US	100.0	56845	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	BP2_2_M3_OPE-024_B11.unicycler	OJAGFA_00210	1	37991	39124	-		Plasmid transfer protein	83565	MAG_2	BP2_2_M3_OPE-024_B11	1	1	48078	1134	1.000000	0.023587	AR-003_A04	BP2_2_M3_OPE-024_B11	AR-003_A04_11_1_48078	BP2_2_M3_OPE-024_B11_1_48078_1	32_1-44_3	84	84	within	US	100.0	48078	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	BP2_2_M3_OPE-024_F11.unicycler	JMLNOH_15840	7	202168	203301	+		Plasmid transfer protein	16462	MAG_1	BP2_2_M3_OPE-024_F11	7	193214	258968	1134	1.000000	0.017246	BP2_2_M3_OPE-024_F11	GA-23-43_D12	BP2_2_M3_OPE-024_F11_7_193214_258968	GA-23-43_D12_21_113493_47739	32_1-44_3	84	84	within	US	100.0	65755	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	BP2_2_M3_OPE-024_F11.unicycler	JMLNOH_15840	7	202168	203301	+		Plasmid transfer protein	16475	MAG_1	BP2_2_M3_OPE-024_F11	7	193214	241291	1134	1.000000	0.023587	BP2_2_M3_OPE-024_F11	BP2_3_B12_OPE-029_D09	BP2_2_M3_OPE-024_F11_7_193214_241291	BP2_3_B12_OPE-029_D09_39_1_48078	32_1-44_3	84	84	within	US	100.0	48078	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	BP2_2_M3_OPE-024_F11.unicycler	JMLNOH_15840	7	202168	203301	+		Plasmid transfer protein	16544	MAG_1	BP2_2_M3_OPE-024_F11	7	193214	258968	1134	1.000000	0.017246	BP2_2_M3_OPE-024_F11	GA-J-04_A06	BP2_2_M3_OPE-024_F11_7_193214_258968	GA-J-04_A06_9_1_65755	32_1-44_3	84	84	within	US	100.0	65755	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	BP2_2_M3_OPE-024_F11.unicycler	JMLNOH_15840	7	202168	203301	+		Plasmid transfer protein	16580	MAG_1	BP2_2_M3_OPE-024_F11	7	193214	258968	1134	1.000000	0.017246	BP2_2_M3_OPE-024_F11	X04_G05	BP2_2_M3_OPE-024_F11_7_193214_258968	X04_G05_10_1_65755	32_1-44_3	84	84	within	US	100.0	65755	0	0	0
group_1145	Plasmid transfer protein	1.10E-05	0.00355583	4.958607	6.75E+00	7.14E-02	BP2_2_M3_OPE-024_F11.unicycler	JMLNOH_15840	7	202168	203301	+		Plasmid transfer protein	83540	MAG_2	BP2_2_M3_OPE-024_F11	7	193214	258968	1134	1.000000	0.017246	AR-003_A04	BP2_2_M3_OPE-024_F11	AR-003_A04_11_1_65755	BP2_2_M3_OPE-024_F11_7_193214_258968	32_1-44_3	84	84	within	US	100.0	65755	0	0	0
