species_1,species_2,species_pair,genomes_species_1,genomes_species_2,within_individual_genome_pairs,between_individual_genome_pairs,total_genome_pairs,n_individuals_with_both_species,within_HGT,between_HGT,within_HGT_rate,between_HGT_rate
161_1,301_1,161_1-301_1,2,5,1,9,10,1,0,0,0,0
161_1,308_1,161_1-308_1,2,10,0,20,20,0,0,0,0,0
161_1,309_1,161_1-309_1,2,2,0,4,4,0,0,0,0,0
161_1,30_1,161_1-30_1,2,4,0,8,8,0,0,0,0,0
161_1,312_1,161_1-312_1,2,2,0,4,4,0,0,0,0,0
161_1,314_1,161_1-314_1,2,2,0,4,4,0,0,0,0,0
161_1,317_1,161_1-317_1,2,4,0,8,8,0,0,0,0,0
161_1,318_1,161_1-318_1,2,2,0,4,4,0,0,0,0,0
161_1,318_10,161_1-318_10,2,1,0,2,2,0,0,0,0,0
161_1,318_11,161_1-318_11,2,3,0,6,6,0,0,0,0,0
161_1,318_13,161_1-318_13,2,13,2,24,26,1,0,0,0,0
161_1,318_15,161_1-318_15,2,2,0,4,4,0,0,0,0,0
161_1,318_16,161_1-318_16,2,4,0,8,8,0,0,0,0,0
161_1,318_17,161_1-318_17,2,9,0,18,18,0,0,0,0,0
161_1,318_18,161_1-318_18,2,5,0,10,10,0,0,0,0,0
161_1,318_19,161_1-318_19,2,25,0,50,50,0,0,0,0,0
161_1,318_2,161_1-318_2,2,6,0,12,12,0,0,0,0,0
161_1,318_20,161_1-318_20,2,2,0,4,4,0,0,0,0,0
161_1,318_21,161_1-318_21,2,42,0,84,84,0,0,0,0,0
161_1,318_22,161_1-318_22,2,1,0,2,2,0,0,0,0,0
161_1,318_23,161_1-318_23,2,2,0,4,4,0,0,0,0,0
161_1,318_24,161_1-318_24,2,7,0,14,14,0,0,0,0,0
161_1,318_26,161_1-318_26,2,2,0,4,4,0,0,0,0,0
161_1,318_27,161_1-318_27,2,4,0,8,8,0,0,0,0,0
161_1,318_28,161_1-318_28,2,2,0,4,4,0,0,0,0,0
161_1,318_29,161_1-318_29,2,1,0,2,2,0,0,0,0,0
161_1,318_3,161_1-318_3,2,5,0,10,10,0,0,0,0,0
161_1,318_30,161_1-318_30,2,4,0,8,8,0,0,0,0,0
161_1,318_32,161_1-318_32,2,3,3,3,6,1,0,0,0,0
161_1,318_33,161_1-318_33,2,5,0,10,10,0,0,0,0,0
161_1,318_34,161_1-318_34,2,2,0,4,4,0,0,0,0,0
161_1,318_35,161_1-318_35,2,2,0,4,4,0,0,0,0,0
161_1,318_36,161_1-318_36,2,2,0,4,4,0,0,0,0,0
161_1,318_37,161_1-318_37,2,2,0,4,4,0,0,0,0,0
161_1,318_38,161_1-318_38,2,41,0,82,82,0,0,0,0,0
161_1,318_39,161_1-318_39,2,24,0,48,48,0,0,0,0,0
161_1,318_4,161_1-318_4,2,2,0,4,4,0,0,0,0,0
161_1,318_40,161_1-318_40,2,19,0,38,38,0,0,0,0,0
161_1,318_42,161_1-318_42,2,17,0,34,34,0,0,0,0,0
161_1,318_43,161_1-318_43,2,1,0,2,2,0,0,0,0,0
161_1,318_44,161_1-318_44,2,1,0,2,2,0,0,0,0,0
161_1,318_45,161_1-318_45,2,4,0,8,8,0,0,0,0,0
161_1,318_46,161_1-318_46,2,2,0,4,4,0,0,0,0,0
161_1,318_47,161_1-318_47,2,1,0,2,2,0,0,0,0,0
161_1,318_48,161_1-318_48,2,5,0,10,10,0,0,0,0,0
161_1,318_49,161_1-318_49,2,4,0,8,8,0,0,0,0,0
161_1,318_5,161_1-318_5,2,10,0,20,20,0,0,0,0,0
161_1,318_50,161_1-318_50,2,3,0,6,6,0,0,0,0,0
161_1,318_51,161_1-318_51,2,1,0,2,2,0,0,0,0,0
161_1,318_52,161_1-318_52,2,9,0,18,18,0,0,0,0,0
161_1,318_53,161_1-318_53,2,2,0,4,4,0,0,0,0,0
161_1,318_54,161_1-318_54,2,63,0,126,126,0,0,0,0,0
161_1,318_55,161_1-318_55,2,3,0,6,6,0,0,0,0,0
161_1,318_56,161_1-318_56,2,429,0,858,858,0,0,0,0,0
161_1,318_57,161_1-318_57,2,1,0,2,2,0,0,0,0,0
161_1,318_58,161_1-318_58,2,1,0,2,2,0,0,0,0,0
161_1,318_60,161_1-318_60,2,1,0,2,2,0,0,0,0,0
161_1,318_61,161_1-318_61,2,1,0,2,2,0,0,0,0,0
161_1,318_62,161_1-318_62,2,1,0,2,2,0,0,0,0,0
161_1,318_65,161_1-318_65,2,1,0,2,2,0,0,0,0,0
161_1,318_66,161_1-318_66,2,1,0,2,2,0,0,0,0,0
161_1,318_67,161_1-318_67,2,1,0,2,2,0,0,0,0,0
161_1,318_69,161_1-318_69,2,1,0,2,2,0,0,0,0,0
161_1,318_7,161_1-318_7,2,3,0,6,6,0,0,0,0,0
161_1,318_70,161_1-318_70,2,3,0,6,6,0,0,0,0,0
161_1,318_71,161_1-318_71,2,4,0,8,8,0,0,0,0,0
161_1,318_72,161_1-318_72,2,1,0,2,2,0,0,0,0,0
161_1,318_73,161_1-318_73,2,1,0,2,2,0,0,0,0,0
161_1,318_74,161_1-318_74,2,4,0,8,8,0,0,0,0,0
161_1,318_75,161_1-318_75,2,3,0,6,6,0,0,0,0,0
161_1,318_76,161_1-318_76,2,4,0,8,8,0,0,0,0,0
161_1,318_77,161_1-318_77,2,3,0,6,6,0,0,0,0,0
161_1,318_78,161_1-318_78,2,2,0,4,4,0,0,0,0,0
161_1,318_79,161_1-318_79,2,3,0,6,6,0,0,0,0,0
161_1,318_8,161_1-318_8,2,16,0,32,32,0,0,0,0,0
161_1,318_80,161_1-318_80,2,1,0,2,2,0,0,0,0,0
161_1,318_81,161_1-318_81,2,1,0,2,2,0,0,0,0,0
161_1,318_82,161_1-318_82,2,1,0,2,2,0,0,0,0,0
161_1,318_84,161_1-318_84,2,1,0,2,2,0,0,0,0,0
161_1,318_9,161_1-318_9,2,1,0,2,2,0,0,0,0,0
161_1,319_1,161_1-319_1,2,2,0,4,4,0,0,0,0,0
161_1,31_1,161_1-31_1,2,1,0,2,2,0,0,0,0,0
161_1,31_2,161_1-31_2,2,5,0,10,10,0,0,0,0,0
161_1,320_1,161_1-320_1,2,2,0,4,4,0,0,0,0,0
161_1,321_1,161_1-321_1,2,17,0,34,34,0,0,0,0,0
161_1,324_1,161_1-324_1,2,2,0,4,4,0,0,0,0,0
161_1,325_1,161_1-325_1,2,9,0,18,18,0,0,0,0,0
161_1,326_1,161_1-326_1,2,260,1,519,520,1,0,0,0,0
161_1,327_1,161_1-327_1,2,2,0,4,4,0,0,0,0,0
161_1,32_1,161_1-32_1,2,494,10,978,988,2,0,0,0,0
161_1,330_1,161_1-330_1,2,126,0,252,252,0,0,0,0,0
161_1,331_1,161_1-331_1,2,24,0,48,48,0,0,0,0,0
161_1,332_1,161_1-332_1,2,63,0,126,126,0,0,0,0,0
161_1,333_1,161_1-333_1,2,50,0,100,100,0,0,0,0,0
161_1,334_1,161_1-334_1,2,410,0,820,820,0,0,0,0,0
161_1,334_2,161_1-334_2,2,2,0,4,4,0,0,0,0,0
161_1,334_3,161_1-334_3,2,224,0,448,448,0,0,0,0,0
161_1,335_1,161_1-335_1,2,5835,41,11629,11670,1,0,0,0,0
161_1,336_1,161_1-336_1,2,132,0,264,264,0,0,0,0,0
161_1,337_1,161_1-337_1,2,38,0,76,76,0,0,0,0,0
161_1,338_1,161_1-338_1,2,3834,13,7655,7668,2,0,0,0,0
161_1,33_1,161_1-33_1,2,37,0,74,74,0,0,0,0,0
161_1,34_1,161_1-34_1,2,17,0,34,34,0,0,0,0,0
161_1,36_1,161_1-36_1,2,42,0,84,84,0,0,0,0,0
161_1,37_1,161_1-37_1,2,45,0,90,90,0,0,0,0,0
161_1,37_2,161_1-37_2,2,1,0,2,2,0,0,0,0,0
161_1,38_1,161_1-38_1,2,4,0,8,8,0,0,0,0,0
161_1,39_1,161_1-39_1,2,8,0,16,16,0,0,0,0,0
161_1,39_2,161_1-39_2,2,54,0,108,108,0,0,0,0,0
161_1,39_3,161_1-39_3,2,5,0,10,10,0,0,0,0,0
161_1,39_4,161_1-39_4,2,15,0,30,30,0,0,0,0,0
161_1,39_5,161_1-39_5,2,199,0,398,398,0,0,0,0,0
161_1,40_1,161_1-40_1,2,30,0,60,60,0,0,0,0,0
161_1,41_1,161_1-41_1,2,8,0,16,16,0,0,0,0,0
161_1,42_1,161_1-42_1,2,29,0,58,58,0,0,0,0,0
161_1,42_2,161_1-42_2,2,293,0,586,586,0,0,0,0,0
161_1,43_1,161_1-43_1,2,222,1,443,444,1,0,0,0,0
161_1,44_1,161_1-44_1,2,252,0,504,504,0,0,0,0,0
161_1,44_3,161_1-44_3,2,514,0,1028,1028,0,0,0,0,0
161_1,44_4,161_1-44_4,2,30,0,60,60,0,0,0,0,0
161_1,44_5,161_1-44_5,2,13,0,26,26,0,0,0,0,0
161_1,45_1,161_1-45_1,2,1976,16,3936,3952,2,0,0,0,0
161_1,46_1,161_1-46_1,2,662,3,1321,1324,1,0,0,0,0
161_1,47_1,161_1-47_1,2,2,0,4,4,0,0,0,0,0
161_1,47_2,161_1-47_2,2,18,0,36,36,0,0,0,0,0
161_1,48_1,161_1-48_1,2,3,0,6,6,0,0,0,0,0
161_1,48_2,161_1-48_2,2,1128,2,2254,2256,1,0,0,0,0
161_1,4_1,161_1-4_1,2,5,0,10,10,0,0,0,0,0
161_1,4_2,161_1-4_2,2,5,0,10,10,0,0,0,0,0
161_1,4_3,161_1-4_3,2,16,0,32,32,0,0,0,0,0
161_1,50_1,161_1-50_1,2,56,0,112,112,0,0,0,0,0
161_1,51_1,161_1-51_1,2,29,0,58,58,0,0,0,0,0
161_1,52_1,161_1-52_1,2,68,1,135,136,1,0,0,0,0
161_1,54_1,161_1-54_1,2,3,0,6,6,0,0,0,0,0
161_1,55_1,161_1-55_1,2,5,0,10,10,0,0,0,0,0
161_1,57_1,161_1-57_1,2,2,0,4,4,0,0,0,0,0
161_1,62_1,161_1-62_1,2,8,0,16,16,0,0,0,0,0
161_1,66_1,161_1-66_1,2,2,0,4,4,0,0,0,0,0
161_1,66_2,161_1-66_2,2,4,0,8,8,0,0,0,0,0
161_1,66_3,161_1-66_3,2,44,0,88,88,0,0,0,0,0
161_1,66_4,161_1-66_4,2,20,0,40,40,0,0,0,0,0
161_1,66_5,161_1-66_5,2,2547,13,5081,5094,2,0,0,0,0
161_1,67_1,161_1-67_1,2,2,0,4,4,0,0,0,0,0
161_1,67_2,161_1-67_2,2,15,0,30,30,0,0,0,0,0
161_1,68_1,161_1-68_1,2,3,0,6,6,0,0,0,0,0
161_1,69_1,161_1-69_1,2,20,0,40,40,0,0,0,0,0
161_1,69_2,161_1-69_2,2,2,0,4,4,0,0,0,0,0
161_1,69_3,161_1-69_3,2,6,0,12,12,0,0,0,0,0
161_1,70_1,161_1-70_1,2,6,0,12,12,0,0,0,0,0
161_1,71_1,161_1-71_1,2,2,0,4,4,0,0,0,0,0
161_1,72_1,161_1-72_1,2,13,0,26,26,0,0,0,0,0
161_1,74_1,161_1-74_1,2,4,0,8,8,0,0,0,0,0
161_1,75_1,161_1-75_1,2,13,0,26,26,0,0,0,0,0
161_1,76_1,161_1-76_1,2,3,0,6,6,0,0,0,0,0
161_1,76_2,161_1-76_2,2,59,0,118,118,0,0,0,0,0
161_1,76_3,161_1-76_3,2,8,0,16,16,0,0,0,0,0
161_1,77_1,161_1-77_1,2,2,0,4,4,0,0,0,0,0
161_1,77_2,161_1-77_2,2,15,0,30,30,0,0,0,0,0
161_1,78_1,161_1-78_1,2,6,0,12,12,0,0,0,0,0
161_1,78_2,161_1-78_2,2,4,0,8,8,0,0,0,0,0
161_1,78_3,161_1-78_3,2,11,0,22,22,0,0,0,0,0
161_1,80_1,161_1-80_1,2,9,0,18,18,0,0,0,0,0
161_1,84_1,161_1-84_1,2,4,0,8,8,0,0,0,0,0
161_1,86_1,161_1-86_1,2,3,0,6,6,0,0,0,0,0
161_1,87_1,161_1-87_1,2,10,0,20,20,0,0,0,0,0
161_1,8_1,161_1-8_1,2,4,0,8,8,0,0,0,0,0
161_1,90_1,161_1-90_1,2,118,0,236,236,0,0,0,0,0
161_1,91_1,161_1-91_1,2,7,0,14,14,0,0,0,0,0
161_1,92_1,161_1-92_1,2,38,0,76,76,0,0,0,0,0
161_1,93_1,161_1-93_1,2,2,0,4,4,0,0,0,0,0
161_1,94_1,161_1-94_1,2,3,0,6,6,0,0,0,0,0
161_1,96_1,161_1-96_1,2,265,0,530,530,0,0,0,0,0
161_1,97_1,161_1-97_1,2,287,0,574,574,0,0,0,0,0
161_1,98_1,161_1-98_1,2,3,0,6,6,0,0,0,0,0
161_1,99_1,161_1-99_1,2,2,0,4,4,0,0,0,0,0
161_1,99_2,161_1-99_2,2,21,0,42,42,0,0,0,0,0
161_1,9_1,161_1-9_1,2,2,0,4,4,0,0,0,0,0
161_1,9_2,161_1-9_2,2,22,0,44,44,0,0,0,0,0
170_1,171_1,170_1-171_1,6,6,0,36,36,0,0,4,0,0.111111111111
170_1,173_1,170_1-173_1,6,2,1,11,12,1,1,1,1,0.0909090909091
170_1,175_1,170_1-175_1,6,4,0,24,24,0,0,0,0,0
170_1,176_1,170_1-176_1,6,5,0,30,30,0,0,0,0,0
170_1,176_2,170_1-176_2,6,5,0,30,30,0,0,0,0,0
170_1,178_1,170_1-178_1,6,7,0,42,42,0,0,0,0,0
170_1,178_2,170_1-178_2,6,6,0,36,36,0,0,0,0,0
170_1,179_1,170_1-179_1,6,32,0,192,192,0,0,0,0,0
170_1,17_1,170_1-17_1,6,2,0,12,12,0,0,0,0,0
170_1,180_1,170_1-180_1,6,37,0,222,222,0,0,0,0,0
170_1,181_1,170_1-181_1,6,4,0,24,24,0,0,0,0,0
170_1,181_2,170_1-181_2,6,2,0,12,12,0,0,0,0,0
170_1,181_3,170_1-181_3,6,31,0,186,186,0,0,0,0,0
170_1,182_1,170_1-182_1,6,4,0,24,24,0,0,0,0,0
170_1,183_1,170_1-183_1,6,3,2,16,18,1,0,0,0,0
170_1,186_1,170_1-186_1,6,4,0,24,24,0,0,0,0,0
170_1,187_1,170_1-187_1,6,8,1,47,48,1,0,0,0,0
170_1,190_1,170_1-190_1,6,6,0,36,36,0,0,0,0,0
170_1,192_1,170_1-192_1,6,12,0,72,72,0,0,0,0,0
170_1,192_2,170_1-192_2,6,1,0,6,6,0,0,0,0,0
170_1,193_1,170_1-193_1,6,2,0,12,12,0,0,0,0,0
170_1,193_2,170_1-193_2,6,86,0,516,516,0,0,0,0,0
170_1,195_0,170_1-195_0,6,1,0,6,6,0,0,0,0,0
170_1,196_1,170_1-196_1,6,8,0,48,48,0,0,0,0,0
170_1,19_1,170_1-19_1,6,6,0,36,36,0,0,0,0,0
170_1,200_1,170_1-200_1,6,3,0,18,18,0,0,0,0,0
170_1,201_1,170_1-201_1,6,55,5,325,330,2,0,0,0,0
170_1,203_1,170_1-203_1,6,16,0,96,96,0,0,0,0,0
170_1,204_1,170_1-204_1,6,51,0,306,306,0,0,0,0,0
170_1,208_1,170_1-208_1,6,2,0,12,12,0,0,0,0,0
170_1,209_1,170_1-209_1,6,2,0,12,12,0,0,0,0,0
170_1,20_1,170_1-20_1,6,135,0,810,810,0,0,0,0,0
170_1,210_1,170_1-210_1,6,4,0,24,24,0,0,0,0,0
170_1,211_1,170_1-211_1,6,15,1,89,90,1,0,0,0,0
170_1,213_1,170_1-213_1,6,1,0,6,6,0,0,0,0,0
170_1,217_1,170_1-217_1,6,6,0,36,36,0,0,0,0,0
170_1,219_1,170_1-219_1,6,75,0,450,450,0,0,0,0,0
170_1,21_1,170_1-21_1,6,1,0,6,6,0,0,0,0,0
170_1,221_1,170_1-221_1,6,2,0,12,12,0,0,0,0,0
170_1,222_1,170_1-222_1,6,3,0,18,18,0,0,0,0,0
170_1,222_2,170_1-222_2,6,1,0,6,6,0,0,0,0,0
170_1,223_1,170_1-223_1,6,94,0,564,564,0,0,0,0,0
170_1,224_1,170_1-224_1,6,22,0,132,132,0,0,0,0,0
170_1,225_1,170_1-225_1,6,9,0,54,54,0,0,0,0,0
170_1,226_1,170_1-226_1,6,161,42,924,966,1,0,0,0,0
170_1,226_2,170_1-226_2,6,75,0,450,450,0,0,0,0,0
170_1,228_1,170_1-228_1,6,17,0,102,102,0,0,0,0,0
170_1,228_2,170_1-228_2,6,11,1,65,66,1,0,1,0,0.0153846153846
170_1,229_1,170_1-229_1,6,5,0,30,30,0,0,0,0,0
170_1,229_2,170_1-229_2,6,5,0,30,30,0,0,0,0,0
170_1,229_3,170_1-229_3,6,492,2,2950,2952,1,0,0,0,0
170_1,22_1,170_1-22_1,6,3,0,18,18,0,0,0,0,0
170_1,22_2,170_1-22_2,6,11,0,66,66,0,0,0,0,0
170_1,230_1,170_1-230_1,6,5,0,30,30,0,0,0,0,0
170_1,231_1,170_1-231_1,6,2,0,12,12,0,0,0,0,0
170_1,233_1,170_1-233_1,6,22,0,132,132,0,0,0,0,0
170_1,233_2,170_1-233_2,6,7,0,42,42,0,0,0,0,0
170_1,233_3,170_1-233_3,6,66,0,396,396,0,0,0,0,0
170_1,233_4,170_1-233_4,6,1,0,6,6,0,0,0,0,0
170_1,234_1,170_1-234_1,6,4,0,24,24,0,0,0,0,0
170_1,234_2,170_1-234_2,6,14,0,84,84,0,0,0,0,0
170_1,234_3,170_1-234_3,6,4,0,24,24,0,0,0,0,0
170_1,234_4,170_1-234_4,6,1,0,6,6,0,0,0,0,0
170_1,234_5,170_1-234_5,6,4,0,24,24,0,0,0,0,0
170_1,234_6,170_1-234_6,6,1,0,6,6,0,0,0,0,0
170_1,234_7,170_1-234_7,6,2,0,12,12,0,0,0,0,0
170_1,234_8,170_1-234_8,6,5,0,30,30,0,0,0,0,0
170_1,235_1,170_1-235_1,6,3,0,18,18,0,0,0,0,0
170_1,236_1,170_1-236_1,6,1,0,6,6,0,0,0,0,0
170_1,236_2,170_1-236_2,6,1,0,6,6,0,0,0,0,0
170_1,238_1,170_1-238_1,6,12,0,72,72,0,0,0,0,0
170_1,238_2,170_1-238_2,6,2,0,12,12,0,0,0,0,0
170_1,238_3,170_1-238_3,6,64,0,384,384,0,0,0,0,0
170_1,239_1,170_1-239_1,6,25,0,150,150,0,0,0,0,0
170_1,23_1,170_1-23_1,6,2,0,12,12,0,0,0,0,0
170_1,240_1,170_1-240_1,6,31,0,186,186,0,0,0,0,0
170_1,241_1,170_1-241_1,6,7,0,42,42,0,0,0,0,0
170_1,246_1,170_1-246_1,6,4,0,24,24,0,0,0,0,0
170_1,24_1,170_1-24_1,6,2,0,12,12,0,0,0,0,0
170_1,24_2,170_1-24_2,6,4,0,24,24,0,0,0,0,0
170_1,24_3,170_1-24_3,6,1,0,6,6,0,0,0,0,0
170_1,250_1,170_1-250_1,6,4,0,24,24,0,0,0,0,0
170_1,252_1,170_1-252_1,6,7,0,42,42,0,0,0,0,0
170_1,256_1,170_1-256_1,6,5,0,30,30,0,0,0,0,0
170_1,257_1,170_1-257_1,6,6,0,36,36,0,0,0,0,0
170_1,258_1,170_1-258_1,6,4,0,24,24,0,0,0,0,0
170_1,25_1,170_1-25_1,6,1,0,6,6,0,0,0,0,0
170_1,262_1,170_1-262_1,6,2,0,12,12,0,0,0,0,0
170_1,263_1,170_1-263_1,6,2,0,12,12,0,0,0,0,0
170_1,264_1,170_1-264_1,6,1,0,6,6,0,0,0,0,0
170_1,265_1,170_1-265_1,6,4,0,24,24,0,0,0,0,0
170_1,266_1,170_1-266_1,6,1,0,6,6,0,0,0,0,0
170_1,267_1,170_1-267_1,6,7,1,41,42,1,0,0,0,0
170_1,268_1,170_1-268_1,6,9,1,53,54,1,0,0,0,0
170_1,269_1,170_1-269_1,6,10,0,60,60,0,0,0,0,0
170_1,26_1,170_1-26_1,6,2,0,12,12,0,0,0,0,0
170_1,26_2,170_1-26_2,6,479,4,2870,2874,1,0,0,0,0
170_1,26_3,170_1-26_3,6,52,0,312,312,0,0,0,0,0
170_1,273_1,170_1-273_1,6,2,0,12,12,0,0,0,0,0
170_1,276_1,170_1-276_1,6,2,0,12,12,0,0,0,0,0
170_1,282_1,170_1-282_1,6,5,1,29,30,1,0,0,0,0
170_1,283_1,170_1-283_1,6,94,0,564,564,0,0,0,0,0
170_1,286_1,170_1-286_1,6,4,0,24,24,0,0,0,0,0
170_1,287_1,170_1-287_1,6,3,0,18,18,0,0,0,0,0
170_1,288_1,170_1-288_1,6,2,0,12,12,0,0,0,0,0
170_1,28_1,170_1-28_1,6,2,0,12,12,0,0,0,0,0
170_1,290_1,170_1-290_1,6,5,0,30,30,0,0,0,0,0
170_1,292_2,170_1-292_2,6,4,0,24,24,0,0,0,0,0
170_1,294_1,170_1-294_1,6,5,0,30,30,0,0,0,0,0
170_1,294_2,170_1-294_2,6,22,0,132,132,0,0,0,0,0
170_1,295_0,170_1-295_0,6,1,0,6,6,0,0,0,0,0
170_1,297_1,170_1-297_1,6,20,3,117,120,1,0,0,0,0
170_1,298_1,170_1-298_1,6,27,0,162,162,0,0,0,0,0
170_1,29_1,170_1-29_1,6,3,0,18,18,0,0,0,0,0
170_1,300_1,170_1-300_1,6,9,0,54,54,0,0,0,0,0
170_1,301_1,170_1-301_1,6,5,0,30,30,0,0,0,0,0
170_1,308_1,170_1-308_1,6,10,0,60,60,0,0,0,0,0
170_1,309_1,170_1-309_1,6,2,0,12,12,0,0,0,0,0
170_1,30_1,170_1-30_1,6,4,0,24,24,0,0,0,0,0
170_1,312_1,170_1-312_1,6,2,0,12,12,0,0,0,0,0
170_1,314_1,170_1-314_1,6,2,0,12,12,0,0,0,0,0
170_1,317_1,170_1-317_1,6,4,0,24,24,0,0,0,0,0
170_1,318_1,170_1-318_1,6,2,0,12,12,0,0,0,0,0
170_1,318_10,170_1-318_10,6,1,0,6,6,0,0,0,0,0
170_1,318_11,170_1-318_11,6,3,0,18,18,0,0,0,0,0
170_1,318_13,170_1-318_13,6,13,0,78,78,0,0,0,0,0
170_1,318_15,170_1-318_15,6,2,0,12,12,0,0,0,0,0
170_1,318_16,170_1-318_16,6,4,0,24,24,0,0,0,0,0
170_1,318_17,170_1-318_17,6,9,0,54,54,0,0,0,0,0
170_1,318_18,170_1-318_18,6,5,0,30,30,0,0,0,0,0
170_1,318_19,170_1-318_19,6,25,0,150,150,0,0,0,0,0
170_1,318_2,170_1-318_2,6,6,0,36,36,0,0,0,0,0
170_1,318_20,170_1-318_20,6,2,0,12,12,0,0,0,0,0
170_1,318_21,170_1-318_21,6,42,0,252,252,0,0,0,0,0
170_1,318_22,170_1-318_22,6,1,0,6,6,0,0,0,0,0
170_1,318_23,170_1-318_23,6,2,0,12,12,0,0,0,0,0
170_1,318_24,170_1-318_24,6,7,0,42,42,0,0,0,0,0
170_1,318_26,170_1-318_26,6,2,0,12,12,0,0,0,0,0
170_1,318_27,170_1-318_27,6,4,0,24,24,0,0,0,0,0
170_1,318_28,170_1-318_28,6,2,0,12,12,0,0,0,0,0
170_1,318_29,170_1-318_29,6,1,0,6,6,0,0,0,0,0
170_1,318_3,170_1-318_3,6,5,0,30,30,0,0,0,0,0
170_1,318_30,170_1-318_30,6,4,0,24,24,0,0,0,0,0
170_1,318_32,170_1-318_32,6,3,0,18,18,0,0,0,0,0
170_1,318_33,170_1-318_33,6,5,0,30,30,0,0,0,0,0
170_1,318_34,170_1-318_34,6,2,2,10,12,1,0,0,0,0
170_1,318_35,170_1-318_35,6,2,0,12,12,0,0,0,0,0
170_1,318_36,170_1-318_36,6,2,0,12,12,0,0,0,0,0
170_1,318_37,170_1-318_37,6,2,0,12,12,0,0,0,0,0
170_1,318_38,170_1-318_38,6,41,0,246,246,0,0,0,0,0
170_1,318_39,170_1-318_39,6,24,1,143,144,1,0,0,0,0
170_1,318_4,170_1-318_4,6,2,0,12,12,0,0,0,0,0
170_1,318_40,170_1-318_40,6,19,0,114,114,0,0,0,0,0
170_1,318_42,170_1-318_42,6,17,0,102,102,0,0,0,0,0
170_1,318_43,170_1-318_43,6,1,0,6,6,0,0,0,0,0
170_1,318_44,170_1-318_44,6,1,0,6,6,0,0,0,0,0
170_1,318_45,170_1-318_45,6,4,4,20,24,1,0,0,0,0
170_1,318_46,170_1-318_46,6,2,0,12,12,0,0,0,0,0
170_1,318_47,170_1-318_47,6,1,0,6,6,0,0,0,0,0
170_1,318_48,170_1-318_48,6,5,0,30,30,0,0,0,0,0
170_1,318_49,170_1-318_49,6,4,0,24,24,0,0,0,0,0
170_1,318_5,170_1-318_5,6,10,0,60,60,0,0,0,0,0
170_1,318_50,170_1-318_50,6,3,0,18,18,0,0,0,0,0
170_1,318_51,170_1-318_51,6,1,0,6,6,0,0,0,0,0
170_1,318_52,170_1-318_52,6,9,0,54,54,0,0,0,0,0
170_1,318_53,170_1-318_53,6,2,0,12,12,0,0,0,0,0
170_1,318_54,170_1-318_54,6,63,0,378,378,0,0,0,0,0
170_1,318_55,170_1-318_55,6,3,0,18,18,0,0,0,0,0
170_1,318_56,170_1-318_56,6,429,4,2570,2574,1,0,0,0,0
170_1,318_57,170_1-318_57,6,1,0,6,6,0,0,0,0,0
170_1,318_58,170_1-318_58,6,1,0,6,6,0,0,0,0,0
170_1,318_60,170_1-318_60,6,1,0,6,6,0,0,0,0,0
170_1,318_61,170_1-318_61,6,1,0,6,6,0,0,0,0,0
170_1,318_62,170_1-318_62,6,1,0,6,6,0,0,0,0,0
170_1,318_65,170_1-318_65,6,1,0,6,6,0,0,0,0,0
170_1,318_66,170_1-318_66,6,1,0,6,6,0,0,0,0,0
170_1,318_67,170_1-318_67,6,1,0,6,6,0,0,0,0,0
170_1,318_69,170_1-318_69,6,1,0,6,6,0,0,0,0,0
170_1,318_7,170_1-318_7,6,3,0,18,18,0,0,0,0,0
170_1,318_70,170_1-318_70,6,3,0,18,18,0,0,0,0,0
170_1,318_71,170_1-318_71,6,4,0,24,24,0,0,0,0,0
170_1,318_72,170_1-318_72,6,1,0,6,6,0,0,0,0,0
170_1,318_73,170_1-318_73,6,1,0,6,6,0,0,0,0,0
170_1,318_74,170_1-318_74,6,4,0,24,24,0,0,0,0,0
170_1,318_75,170_1-318_75,6,3,0,18,18,0,0,0,0,0
170_1,318_76,170_1-318_76,6,4,0,24,24,0,0,0,0,0
170_1,318_77,170_1-318_77,6,3,0,18,18,0,0,0,0,0
170_1,318_78,170_1-318_78,6,2,0,12,12,0,0,0,0,0
170_1,318_79,170_1-318_79,6,3,0,18,18,0,0,0,0,0
170_1,318_8,170_1-318_8,6,16,2,94,96,1,0,0,0,0
170_1,318_80,170_1-318_80,6,1,0,6,6,0,0,0,0,0
170_1,318_81,170_1-318_81,6,1,0,6,6,0,0,0,0,0
170_1,318_82,170_1-318_82,6,1,0,6,6,0,0,0,0,0
170_1,318_84,170_1-318_84,6,1,0,6,6,0,0,0,0,0
170_1,318_9,170_1-318_9,6,1,0,6,6,0,0,0,0,0
170_1,319_1,170_1-319_1,6,2,0,12,12,0,0,0,0,0
170_1,31_1,170_1-31_1,6,1,0,6,6,0,0,0,0,0
170_1,31_2,170_1-31_2,6,5,0,30,30,0,0,0,0,0
170_1,320_1,170_1-320_1,6,2,0,12,12,0,0,0,0,0
170_1,321_1,170_1-321_1,6,17,0,102,102,0,0,0,0,0
170_1,324_1,170_1-324_1,6,2,0,12,12,0,0,0,0,0
170_1,325_1,170_1-325_1,6,9,0,54,54,0,0,0,0,0
170_1,326_1,170_1-326_1,6,260,8,1552,1560,3,3,0,0.375,0
170_1,327_1,170_1-327_1,6,2,0,12,12,0,0,0,0,0
170_1,32_1,170_1-32_1,6,494,18,2946,2964,1,0,0,0,0
170_1,330_1,170_1-330_1,6,126,0,756,756,0,0,0,0,0
