qseqid	Genome_file	Sample	Jay_ID	Jay_Species	Species	Cohort	secondary_cluster	skani_9999	skani_999	MGS_ID	person_id	Fullpath	subject_id	contig_id	contig_full_header	contig_depth	contig_circular	plasmid	plasmid_seq_name	plasmid_length	plasmid_topology	plasmid_n_genes	plasmid_genetic_code	plasmid_score	plasmid_fdr	plasmid_n_hallmarks	plasmid_marker_enrichment	plasmid_conjugation_genes	plasmid_amr_genes	contig_length	subject_start	subject_end	sstrand	pident	length	qlen	slen	qcov	tcov	qcovs	qstart	qend	sstart	send	evalue	bitscore	mismatch	gapopen	stitle
01_Module_A_4896bp_n29	BFD-03_D12	BFD-03_D12	BFD-03_D12	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	6082	4513	p067	p067	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-03_D12.unicycler.fasta	BFD-03_D12|contig000034|34	34	34 length=4896 depth=7.44x circular=true	7.44	true	1	BFD-03_D12.unicycler_34	4968	No terminal repeats	8	11	0.9987	4e-04	0	2.8475			4896	1	4896	plus	100	4896	4896	4896	1	1	100	1	4896	1	4896	0	8830	0	0	BFD-03_D12|contig000034|34 34 length=4896 depth=7.44x circular=true
01_Module_A_4896bp_n29	BFD-03_E11	BFD-03_E11	BFD-03_E11	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	6082	4513	p067	p067	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-03_E11.unicycler.fasta	BFD-03_E11|contig000032|32	32	32 length=4896 depth=4.96x circular=true	4.96	true	0	BFD-03_E11.unicycler_32	NA		NA	NA	NA	NA	NA	NA			4896	1	4896	plus	100	4896	4896	4896	1	1	100	1	4896	1	4896	0	8830	0	0	BFD-03_E11|contig000032|32 32 length=4896 depth=4.96x circular=true
01_Module_A_4896bp_n29	BFD-03_E12	BFD-03_E12	BFD-03_E12	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	6093	4517	p067	p067	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-03_E12.unicycler.fasta	BFD-03_E12|contig000043|43	43	43 length=4896 depth=9.96x circular=true	9.96	true	0	BFD-03_E12.unicycler_43	NA		NA	NA	NA	NA	NA	NA			4896	1	4896	plus	100	4896	4896	4896	1	1	100	1	4896	1	4896	0	8830	0	0	BFD-03_E12|contig000043|43 43 length=4896 depth=9.96x circular=true
01_Module_A_4896bp_n29	BFD-03_F11	BFD-03_F11	BFD-03_F11	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	6083	4513	p067	p067	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-03_F11.unicycler.fasta	BFD-03_F11|contig000032|32	32	32 length=4896 depth=6.53x circular=true	6.53	true	0	BFD-03_F11.unicycler_32	NA		NA	NA	NA	NA	NA	NA			4896	1	4896	plus	100	4896	4896	4896	1	1	100	1	4896	1	4896	0	8830	0	0	BFD-03_F11|contig000032|32 32 length=4896 depth=6.53x circular=true
01_Module_A_4896bp_n29	BFD-03_F12	BFD-03_F12	BFD-03_F12	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	6093	4517	p067	p067	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-03_F12.unicycler.fasta	BFD-03_F12|contig000042|42	42	42 length=4896 depth=4.68x circular=true	4.68	true	1	BFD-03_F12.unicycler_42	4968	No terminal repeats	5	11	0.9994	4e-04	1	1.5598			4896	1	4896	plus	100	4896	4896	4896	1	1	100	1	4896	1	4896	0	8830	0	0	BFD-03_F12|contig000042|42 42 length=4896 depth=4.68x circular=true
01_Module_A_4896bp_n29	BFD-03_G06	BFD-03_G06	BFD-03_G06	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	4898	3765	p038	p038	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-03_G06.unicycler.fasta	BFD-03_G06|contig000057|57	57	57 length=4897 depth=16.56x circular=true	16.56	true	1	BFD-03_G06.unicycler_57	4948	No terminal repeats	7	11	0.9996	4e-04	2	3.2558			4897	1	4897	plus	99.898	4897	4896	4897	1	1	100	1	4896	1	4897	0	8806	4	1	BFD-03_G06|contig000057|57 57 length=4897 depth=16.56x circular=true
01_Module_A_4896bp_n29	BFD-03_G11	BFD-03_G11	BFD-03_G11	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	6084	4513	p067	p067	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-03_G11.unicycler.fasta	BFD-03_G11|contig000115|115	115	115 length=4896 depth=7.71x circular=true	7.71	true	1	BFD-03_G11.unicycler_115	4946	No terminal repeats	6	11	0.9995	4e-04	1	1.5598			4896	1	4896	plus	100	4896	4896	4896	1	1	100	1	4896	1	4896	0	8830	0	0	BFD-03_G11|contig000115|115 115 length=4896 depth=7.71x circular=true
01_Module_A_4896bp_n29	BFD-03_G12	BFD-03_G12	BFD-03_G12	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	6096	4517	p067	p067	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-03_G12.unicycler.fasta	BFD-03_G12|contig000040|40	40	40 length=4896 depth=4.62x circular=true	4.62	true	1	BFD-03_G12.unicycler_40	4968	No terminal repeats	7	11	0.9996	4e-04	1	1.696			4896	1	4896	plus	100	4896	4896	4896	1	1	100	1	4896	1	4896	0	8830	0	0	BFD-03_G12|contig000040|40 40 length=4896 depth=4.62x circular=true
01_Module_A_4896bp_n29	BFD-03_H11	BFD-03_H11	BFD-03_H11	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	6082	4513	p067	p067	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-03_H11.unicycler.fasta	BFD-03_H11|contig000033|33	33	33 length=4896 depth=6.18x circular=true	6.18	true	0	BFD-03_H11.unicycler_33	NA		NA	NA	NA	NA	NA	NA			4896	1	4896	plus	100	4896	4896	4896	1	1	100	1	4896	1	4896	0	8830	0	0	BFD-03_H11|contig000033|33 33 length=4896 depth=6.18x circular=true
01_Module_A_4896bp_n29	BFD-03_H12	BFD-03_H12	BFD-03_H12	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	6081	4513	p067	p067	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-03_H12.unicycler.fasta	BFD-03_H12|contig000029|29	29	29 length=4896 depth=5.57x circular=true	5.57	true	1	BFD-03_H12.unicycler_29	4968	No terminal repeats	8	11	0.9996	4e-04	1	1.696			4896	1	4896	plus	100	4896	4896	4896	1	1	100	1	4896	1	4896	0	8830	0	0	BFD-03_H12|contig000029|29 29 length=4896 depth=5.57x circular=true
01_Module_A_4896bp_n29	BFD-16_A02	BFD-16_A02	BFD-16_A02	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	5541	4157	p076	p076	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-16_A02.unicycler.fasta	BFD-16_A02|contig000044|44	44	44 length=4895 depth=7.68x circular=true	7.68	true	1	BFD-16_A02.unicycler_44	4945	No terminal repeats	5	11	0.9996	4e-04	1	3.278			4895	1	4895	plus	99.877	4896	4896	4895	1	1	100	1	4896	1	4895	0	8799	5	1	BFD-16_A02|contig000044|44 44 length=4895 depth=7.68x circular=true
01_Module_A_4896bp_n29	BFD-16_A03	BFD-16_A03	BFD-16_A03	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	5541	4157	p076	p076	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-16_A03.unicycler.fasta	BFD-16_A03|contig000044|44	44	44 length=4895 depth=7.88x circular=true	7.88	true	1	BFD-16_A03.unicycler_44	4946	No terminal repeats	4	11	0.9996	3e-04	1	3.278			4895	1	4895	plus	99.877	4896	4896	4895	1	1	100	1	4896	1	4895	0	8799	5	1	BFD-16_A03|contig000044|44 44 length=4895 depth=7.88x circular=true
01_Module_A_4896bp_n29	BFD-16_C02	BFD-16_C02	BFD-16_C02	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	5541	4157	p076	p076	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-16_C02.unicycler.fasta	BFD-16_C02|contig000041|41	41	41 length=4895 depth=7.83x circular=true	7.83	true	0	BFD-16_C02.unicycler_41	NA		NA	NA	NA	NA	NA	NA			4895	1	4895	plus	99.877	4896	4896	4895	1	1	100	1	4896	1	4895	0	8799	5	1	BFD-16_C02|contig000041|41 41 length=4895 depth=7.83x circular=true
01_Module_A_4896bp_n29	BFD-16_E04	BFD-16_E04	BFD-16_E04	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	5541	4157	p076	p076	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-16_E04.unicycler.fasta	BFD-16_E04|contig000042|42	42	42 length=4895 depth=9.79x circular=true	9.79	true	0	BFD-16_E04.unicycler_42	NA		NA	NA	NA	NA	NA	NA			4895	1	4895	plus	99.877	4896	4896	4895	1	1	100	1	4896	1	4895	0	8799	5	1	BFD-16_E04|contig000042|42 42 length=4895 depth=9.79x circular=true
01_Module_A_4896bp_n29	BFD-16_G04	BFD-16_G04	BFD-16_G04	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	5541	4157	p076	p076	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-16_G04.unicycler.fasta	BFD-16_G04|contig000041|41	41	41 length=4895 depth=14.21x circular=true	14.21	true	1	BFD-16_G04.unicycler_41	4947	DTR	7	11	0.9996	4e-04	1	1.7183			4895	1	4895	plus	99.877	4896	4896	4895	1	1	100	1	4896	1	4895	0	8799	5	1	BFD-16_G04|contig000041|41 41 length=4895 depth=14.21x circular=true
01_Module_A_4896bp_n29	BFD-17_A04	BFD-17_A04	BFD-17_A04	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	6095	4517	p067	p067	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-17_A04.unicycler.fasta	BFD-17_A04|contig000075|75	75	75 length=4896 depth=48.93x circular=true	48.93	true	1	BFD-17_A04.unicycler_75	4948	No terminal repeats	5	11	0.9997	3e-04	2	4.9963			4896	1	4896	plus	100	4896	4896	4896	1	1	100	1	4896	1	4896	0	8830	0	0	BFD-17_A04|contig000075|75 75 length=4896 depth=48.93x circular=true
01_Module_A_4896bp_n29	BFD-17_A08	BFD-17_A08	BFD-17_A08	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	6098	4517	p067	p067	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-17_A08.unicycler.fasta	BFD-17_A08|contig000063|63	63	63 length=4896 depth=10.09x circular=true	10.09	true	1	BFD-17_A08.unicycler_63	4956	No terminal repeats	5	11	0.9996	4e-04	1	3.278			4896	1	4896	plus	100	4896	4896	4896	1	1	100	1	4896	1	4896	0	8830	0	0	BFD-17_A08|contig000063|63 63 length=4896 depth=10.09x circular=true
01_Module_A_4896bp_n29	BFD-17_A12	BFD-17_A12	BFD-17_A12	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	6094	4517	p067	p067	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-17_A12.unicycler.fasta	BFD-17_A12|contig000069|69	69	69 length=4896 depth=36.23x circular=true	36.23	true	1	BFD-17_A12.unicycler_69	4948	No terminal repeats	6	11	0.9996	4e-04	1	1.5598			4896	1	4896	plus	100	4896	4896	4896	1	1	100	1	4896	1	4896	0	8830	0	0	BFD-17_A12|contig000069|69 69 length=4896 depth=36.23x circular=true
01_Module_A_4896bp_n29	BFD-17_B08	BFD-17_B08	BFD-17_B08	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	6085	4513	p067	p067	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-17_B08.unicycler.fasta	BFD-17_B08|contig000038|38	38	38 length=4896 depth=8.18x circular=true	8.18	true	1	BFD-17_B08.unicycler_38	4968	No terminal repeats	6	11	0.9996	4e-04	1	3.278			4896	1	4896	plus	100	4896	4896	4896	1	1	100	1	4896	1	4896	0	8830	0	0	BFD-17_B08|contig000038|38 38 length=4896 depth=8.18x circular=true
01_Module_A_4896bp_n29	BFD-17_B12	BFD-17_B12	BFD-17_B12	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	6099	4518	p067	p067	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-17_B12.unicycler.fasta	BFD-17_B12|contig000127|127	127	127 length=4896 depth=26.23x circular=true	26.23	true	1	BFD-17_B12.unicycler_127	4968	No terminal repeats	6	11	0.9996	4e-04	1	3.278			4896	1	4896	plus	100	4896	4896	4896	1	1	100	1	4896	1	4896	0	8830	0	0	BFD-17_B12|contig000127|127 127 length=4896 depth=26.23x circular=true
01_Module_A_4896bp_n29	BFD-17_C08	BFD-17_C08	BFD-17_C08	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	6085	4513	p067	p067	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-17_C08.unicycler.fasta	BFD-17_C08|contig000033|33	33	33 length=4896 depth=14.28x circular=true	14.28	true	0	BFD-17_C08.unicycler_33	NA		NA	NA	NA	NA	NA	NA			4896	1	4896	plus	100	4896	4896	4896	1	1	100	1	4896	1	4896	0	8830	0	0	BFD-17_C08|contig000033|33 33 length=4896 depth=14.28x circular=true
01_Module_A_4896bp_n29	BFD-17_D08	BFD-17_D08	BFD-17_D08	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	6086	4513	p067	p067	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-17_D08.unicycler.fasta	BFD-17_D08|contig000040|40	40	40 length=4896 depth=21.20x circular=true	21.2	true	1	BFD-17_D08.unicycler_40	4927	No terminal repeats	5	11	0.9996	3e-04	1	3.4366			4896	1	4896	plus	100	4896	4896	4896	1	1	100	1	4896	1	4896	0	8830	0	0	BFD-17_D08|contig000040|40 40 length=4896 depth=21.20x circular=true
01_Module_A_4896bp_n29	BFD-17_E08	BFD-17_E08	BFD-17_E08	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	6085	4513	p067	p067	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-17_E08.unicycler.fasta	BFD-17_E08|contig000031|31	31	31 length=4896 depth=7.84x circular=true	7.84	true	1	BFD-17_E08.unicycler_31	4948	No terminal repeats	5	11	0.9996	4e-04	1	3.278			4896	1	4896	plus	100	4896	4896	4896	1	1	100	1	4896	1	4896	0	8830	0	0	BFD-17_E08|contig000031|31 31 length=4896 depth=7.84x circular=true
01_Module_A_4896bp_n29	BFD-17_F08	BFD-17_F08	BFD-17_F08	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	6086	4513	p067	p067	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-17_F08.unicycler.fasta	BFD-17_F08|contig000032|32	32	32 length=4896 depth=9.73x circular=true	9.73	true	1	BFD-17_F08.unicycler_32	4948	No terminal repeats	5	11	0.9995	4e-04	1	1.5598			4896	1	4896	plus	100	4896	4896	4896	1	1	100	1	4896	1	4896	0	8830	0	0	BFD-17_F08|contig000032|32 32 length=4896 depth=9.73x circular=true
01_Module_A_4896bp_n29	BFD-17_G08	BFD-17_G08	BFD-17_G08	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	6085	4513	p067	p067	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-17_G08.unicycler.fasta	BFD-17_G08|contig000033|33	33	33 length=4896 depth=9.72x circular=true	9.72	true	1	BFD-17_G08.unicycler_33	4948	No terminal repeats	4	11	0.9996	4e-04	1	3.278			4896	1	4896	plus	100	4896	4896	4896	1	1	100	1	4896	1	4896	0	8830	0	0	BFD-17_G08|contig000033|33 33 length=4896 depth=9.72x circular=true
01_Module_A_4896bp_n29	BFD-17_H08	BFD-17_H08	BFD-17_H08	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	6087	4514	p067	p067	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-17_H08.unicycler.fasta	BFD-17_H08|contig000086|86	86	86 length=4896 depth=8.04x circular=true	8.04	true	0	BFD-17_H08.unicycler_86	NA		NA	NA	NA	NA	NA	NA			4896	1	4896	plus	100	4896	4896	4896	1	1	100	1	4896	1	4896	0	8830	0	0	BFD-17_H08|contig000086|86 86 length=4896 depth=8.04x circular=true
01_Module_A_4896bp_n29	BFD-18_A11	BFD-18_A11	BFD-18_A11	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	6084	4513	p067	p067	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-18_A11.unicycler.fasta	BFD-18_A11|contig000041|41	41	41 length=4896 depth=36.18x circular=true	36.18	true	0	BFD-18_A11.unicycler_41	NA		NA	NA	NA	NA	NA	NA			4896	1	4896	plus	100	4896	4896	4896	1	1	100	1	4896	1	4896	0	8830	0	0	BFD-18_A11|contig000041|41 41 length=4896 depth=36.18x circular=true
01_Module_A_4896bp_n29	BFD-18_C12	BFD-18_C12	BFD-18_C12	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	6080	4513	p067	p067	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-18_C12.unicycler.fasta	BFD-18_C12|contig000037|37	37	37 length=4896 depth=20.12x circular=true	20.12	true	0	BFD-18_C12.unicycler_37	NA		NA	NA	NA	NA	NA	NA			4896	1	4896	plus	100	4896	4896	4896	1	1	100	1	4896	1	4896	0	8830	0	0	BFD-18_C12|contig000037|37 37 length=4896 depth=20.12x circular=true
01_Module_A_4896bp_n29	BFD-18_G03	BFD-18_G03	BFD-18_G03	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	5541	4157	p076	p076	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-18_G03.unicycler.fasta	BFD-18_G03|contig000041|41	41	41 length=4895 depth=24.70x circular=true	24.7	true	0	BFD-18_G03.unicycler_41	NA		NA	NA	NA	NA	NA	NA			4895	1	4895	plus	99.877	4896	4896	4895	1	1	100	1	4896	1	4895	0	8799	5	1	BFD-18_G03|contig000041|41 41 length=4895 depth=24.70x circular=true
01_Module_A_4896bp_n29	BFD-23_A06	BFD-23_A06	BFD-23_A06	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	6568	4863	p073	p073	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-23_A06.unicycler.fasta	BFD-23_A06|contig000045|45	45	45 length=4897 depth=75.85x circular=true	75.85	true	1	BFD-23_A06.unicycler_45	4949	No terminal repeats	6	11	0.9996	4e-04	1	1.5598			4897	1	4897	plus	99.98	4897	4896	4897	1	1	100	1	4896	1	4897	0	8824	0	1	BFD-23_A06|contig000045|45 45 length=4897 depth=75.85x circular=true
01_Module_A_4896bp_n29	BFD-23_A08	BFD-23_A08	BFD-23_A08	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	6568	4863	p073	p073	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-23_A08.unicycler.fasta	BFD-23_A08|contig000038|38	38	38 length=4897 depth=75.37x circular=true	75.37	true	1	BFD-23_A08.unicycler_38	4949	DTR	6	11	0.9996	4e-04	1	1.5598			4897	1	4897	plus	99.98	4897	4896	4897	1	1	100	1	4896	1	4897	0	8824	0	1	BFD-23_A08|contig000038|38 38 length=4897 depth=75.37x circular=true
01_Module_A_4896bp_n29	BFD-23_A09	BFD-23_A09	BFD-23_A09	Bifidobacterium_longum	s__Bifidobacterium longum	RISEUP	338_1	6568	4863	p073	p073	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BFD-23_A09.unicycler.fasta	BFD-23_A09|contig000028|28	28	28 length=4897 depth=79.12x circular=true	79.12	true	0	BFD-23_A09.unicycler_28	NA		NA	NA	NA	NA	NA	NA			4897	1	4897	plus	99.98	4897	4896	4897	1	1	100	1	4896	1	4897	0	8824	0	1	BFD-23_A09|contig000028|28 28 length=4897 depth=79.12x circular=true
