species	skani9999_kept_samples	gene	af	lrt_pvalue	fdr	beta	direction	in_hgt_region	hgt_gene_instances	hgt_rows	max_overlap_bp
Escherichia_coli__66_5	833	group_27339	1.08E-02	1.20E-04	0.00376366	2.95E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	paoD	3.06E-01	1.25E-04	0.00391215	-1.08E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_41430	1.68E-02	1.26E-04	0.0039351	2.44E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_30751	2.52E-02	1.27E-04	0.00395794	2.25E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_1731	7.32E-02	1.28E-04	0.00396397	1.24E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	papC	2.34E-01	1.28E-04	0.00396397	1.15E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	serA	5.23E-01	1.28E-04	0.00396397	-1.13E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_15906	3.00E-02	1.29E-04	0.00398656	1.93E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	pgaD	7.21E-01	1.31E-04	0.0040399	-1.07E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	Periplasmic alpha-amylase	1.68E-02	1.32E-04	0.00405912	2.43E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	GhoT/OrtT family toxin	2.45E-01	1.33E-04	0.00405912	-1.89E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_20452	9.20E-01	1.33E-04	0.00405912	-1.50E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	lomR	1.62E-01	1.33E-04	0.00405912	-1.36E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	gyrA	8.34E-01	1.33E-04	0.00405912	-1.06E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_16725	4.72E-01	1.35E-04	0.00411164	1.13E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_32667	1.44E-02	1.37E-04	0.00415538	2.56E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_11974	2.11E-01	1.37E-04	0.00415538	1.06E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_23622	1.40E-01	1.38E-04	0.00416856	2.26E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_21527	1.92E-01	1.38E-04	0.00416856	-1.28E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	alx	8.03E-01	1.40E-04	0.00417366	1.29E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_27715	1.68E-02	1.41E-04	0.00417366	2.38E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_27717	1.68E-02	1.41E-04	0.00417366	2.38E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_32666	1.68E-02	1.41E-04	0.00417366	2.38E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	Glucose-6-phosphate isomerase	1.68E-02	1.41E-04	0.00417366	2.38E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_32673	1.68E-02	1.41E-04	0.00417366	2.38E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_52392	1.68E-02	1.41E-04	0.00417366	2.38E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_52398	1.68E-02	1.41E-04	0.00417366	2.38E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_52399	1.68E-02	1.41E-04	0.00417366	2.38E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_53275	1.68E-02	1.41E-04	0.00417366	2.38E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_22357	1.68E-02	1.42E-04	0.00418644	2.25E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	nrfA	9.54E-01	1.42E-04	0.00418644	-1.52E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_5947	5.16E-02	1.45E-04	0.00425786	1.47E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_2856	3.12E-01	1.45E-04	0.00425786	9.58E-01	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_26028	1.20E-02	1.49E-04	0.00436662	2.81E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	DUF2534 domain-containing protein	4.92E-02	1.51E-04	0.00441645	1.65E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	accD	9.75E-01	1.54E-04	0.00448639	-2.03E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	astB	8.87E-01	1.54E-04	0.00448639	-1.07E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_45046	1.20E-02	1.55E-04	0.00449775	2.76E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	nupC	9.60E-01	1.55E-04	0.00449775	-1.62E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_19348	3.96E-02	1.58E-04	0.00456682	1.65E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_19382	4.20E-02	1.58E-04	0.00456682	1.54E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_21018	6.36E-02	1.59E-04	0.00458673	1.67E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_4902	3.00E-01	1.60E-04	0.00460656	-1.24E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_10910	9.12E-02	1.62E-04	0.00465505	-1.84E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_25801	3.72E-02	1.63E-04	0.00467468	1.59E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	msbA	9.60E-01	1.65E-04	0.00472284	-1.68E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_9202	6.36E-02	1.67E-04	0.00477083	1.37E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_26465	1.44E-02	1.69E-04	0.00480932	2.43E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_3933	4.92E-02	1.69E-04	0.00480932	1.51E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_35414	2.35E-01	1.73E-04	0.00490422	-1.96E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	ydfJ	5.53E-01	1.73E-04	0.00490422	-8.73E-01	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_45665	1.56E-02	1.76E-04	0.00497015	2.33E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_28451	1.68E-02	1.76E-04	0.00497015	2.30E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	pphB	4.00E-01	1.77E-04	0.00498883	3.67E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	bglC	6.89E-01	1.78E-04	0.00500744	1.93E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	yjjQ	7.11E-01	1.80E-04	0.00505406	-8.63E-01	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	pepQ	9.58E-01	1.81E-04	0.00507247	-1.59E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_14453	1.08E-02	1.83E-04	0.0051091	2.84E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_13407	5.52E-02	1.83E-04	0.0051091	1.39E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_18190	4.92E-02	1.84E-04	0.0051273	1.45E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_20913	1.92E-02	1.86E-04	0.00515381	2.50E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_25726	1.80E-02	1.86E-04	0.00515381	2.39E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	tnpA	2.35E-01	1.86E-04	0.00515381	-1.07E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_4609	1.34E-01	1.87E-04	0.0051718	1.01E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	tpr	1.94E-01	1.88E-04	0.00518001	-1.15E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	papD	2.38E-01	1.88E-04	0.00518001	1.11E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	cusC	8.94E-01	1.91E-04	0.00525286	-1.10E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_23887	5.40E-02	1.94E-04	0.00532543	1.36E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	Phage replication protein O domain	1.32E-02	1.98E-04	0.00540503	2.61E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_26586	2.04E-02	1.98E-04	0.00540503	2.49E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	yciB	9.11E-01	1.98E-04	0.00540503	-1.13E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	ptrA	5.67E-01	2.04E-04	0.00555853	-1.31E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_40540	1.44E-02	2.06E-04	0.00560267	2.50E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_35009	2.64E-02	2.08E-04	0.00564664	2.51E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_16424	1.09E-01	2.12E-04	0.00574465	-1.78E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	tufA_E379K	4.62E-01	2.14E-04	0.00578821	-8.27E-01	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_8101	4.08E-02	2.16E-04	0.00581032	1.61E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	yggB	3.84E-02	2.16E-04	0.00581032	1.54E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	hemL	8.67E-01	2.16E-04	0.00581032	-1.40E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_15382	1.92E-02	2.17E-04	0.00582163	2.39E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_31227	1.20E-02	2.18E-04	0.00582163	2.66E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	Glycosyl hydrolase family 1	1.20E-02	2.18E-04	0.00582163	2.66E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_43240	1.20E-02	2.18E-04	0.00582163	2.66E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_14037	1.54E-01	2.20E-04	0.00582784	1.09E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_12776	1.32E-02	2.21E-04	0.00582784	2.61E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	TolB-like 6-blade propeller-like	2.52E-02	2.21E-04	0.00582784	1.93E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_41583	2.52E-02	2.21E-04	0.00582784	1.93E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	Bifunctional cytidylyltransferase/SDR family oxidoreductase	2.52E-02	2.21E-04	0.00582784	1.93E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	CDP-glycerol:poly(Glycerophosphate) glycerophosphotransferase	2.52E-02	2.21E-04	0.00582784	1.93E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	Putative molybdenum transport ATP-binding protein (Photorepair protein PhrA)	4.56E-02	2.21E-04	0.00582784	1.61E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_10331	2.40E-02	2.22E-04	0.00584375	1.89E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_23762	2.88E-02	2.25E-04	0.00590165	1.90E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_20239	5.16E-02	2.25E-04	0.00590165	1.47E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	yghS	8.04E-01	2.26E-04	0.00590685	-9.77E-01	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_15713	8.04E-01	2.26E-04	0.00590685	-9.77E-01	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_26952	2.88E-02	2.27E-04	0.00591203	1.88E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_22889	2.52E-02	2.27E-04	0.00591203	1.86E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_5155	4.61E-01	2.28E-04	0.0059276	-8.49E-01	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	ddpC	5.62E-01	2.29E-04	0.00593267	-1.30E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	ydjZ	8.90E-01	2.29E-04	0.00593267	-1.08E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_35002	3.72E-02	2.31E-04	0.00596352	2.02E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	treA	5.01E-01	2.31E-04	0.00596352	-1.09E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	DUF6056 domain-containing protein	1.32E-02	2.32E-04	0.00597887	2.59E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_3932	5.16E-02	2.35E-04	0.00604561	1.39E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_24772	2.76E-02	2.37E-04	0.00608644	1.98E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_7935	4.08E-02	2.38E-04	0.00610149	1.49E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_22888	8.52E-02	2.40E-04	0.00614208	-2.05E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_15761	3.12E-02	2.41E-04	0.00614633	1.79E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_22359	4.32E-02	2.41E-04	0.00614633	1.46E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_13074	4.32E-02	2.42E-04	0.00616118	1.52E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_24896	1.32E-02	2.43E-04	0.00617597	2.45E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	ybcL	5.97E-01	2.44E-04	0.00619071	-9.43E-01	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	relaxase	3.36E-02	2.45E-04	0.0062054	1.58E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_28897	1.44E-02	2.46E-04	0.00622004	2.53E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_25796	3.24E-02	2.47E-04	0.00623464	1.64E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_32207	1.08E-02	2.51E-04	0.00630322	2.86E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_32212	1.08E-02	2.51E-04	0.00630322	2.86E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_48692	1.08E-02	2.51E-04	0.00630322	2.86E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	Antibiotic biosynthesis monooxygenase	1.81E-01	2.52E-04	0.00630685	-2.12E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_12554	5.76E-02	2.52E-04	0.00630685	1.36E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	Bifunctional DNA primase/helicase	1.08E-02	2.53E-04	0.00631045	2.86E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	Phage small terminase subunit	1.08E-02	2.53E-04	0.00631045	2.86E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	Leucine-rich repeat domain-containing protein	5.52E-01	2.55E-04	0.00634959	-1.13E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_28170	2.28E-01	2.56E-04	0.00636374	-1.83E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_29881	1.80E-02	2.58E-04	0.00638371	2.18E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_37491	1.80E-02	2.58E-04	0.00638371	2.18E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_29455	2.16E-02	2.59E-04	0.00638371	2.11E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_14539	3.36E-02	2.61E-04	0.00638371	1.66E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	edd	9.70E-01	2.62E-04	0.00638371	-1.79E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_26449	3.60E-02	2.62E-04	0.00638371	1.78E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	Flp pilus assembly complex ATPase component	4.44E-02	2.62E-04	0.00638371	1.44E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_34813	4.44E-02	2.62E-04	0.00638371	1.44E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	Transglycosylase SLT domain-containing protein	4.44E-02	2.62E-04	0.00638371	1.44E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_34815	4.44E-02	2.62E-04	0.00638371	1.44E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	Pilin accessory family protein	4.44E-02	2.62E-04	0.00638371	1.44E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_28853	4.44E-02	2.62E-04	0.00638371	1.44E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	ypeD	5.27E-01	2.64E-04	0.0064007	-1.71E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	Inner membrane lipoprotein	6.36E-02	2.64E-04	0.0064007	1.29E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	ydiF	6.11E-01	2.64E-04	0.0064007	1.10E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	Helicase ATP-binding domain-containing protein	1.32E-02	2.66E-04	0.0064386	2.57E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	ABC transporter permease	9.78E-01	2.67E-04	0.00645221	-1.96E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_9617	2.52E-02	2.69E-04	0.0064793	1.80E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	argT	8.03E-01	2.69E-04	0.0064793	-1.11E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_15385	8.64E-02	2.70E-04	0.00649277	-2.04E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_13045	1.56E-02	2.72E-04	0.00653021	2.37E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_22671	1.20E-02	2.76E-04	0.00660473	2.71E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_13773	4.44E-02	2.76E-04	0.00660473	1.43E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_21634	1.68E-02	2.78E-04	0.00664181	2.29E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_30440	4.32E-02	2.79E-04	0.00665492	1.50E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_4200	2.88E-02	2.84E-04	0.00676324	1.79E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	copG	2.26E-01	2.87E-04	0.00681267	1.82E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	N-acetyltransferase domain-containing protein	2.26E-01	2.87E-04	0.00681267	1.82E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_29501	1.44E-02	2.90E-04	0.00687281	2.35E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	araB	9.66E-01	2.91E-04	0.00687441	-1.63E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	30S ribosomal protein S18	1.09E-01	2.91E-04	0.00687441	-1.43E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	sucA	9.36E-01	2.92E-04	0.006887	-1.31E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_2913	1.68E-01	2.97E-04	0.00699373	-1.38E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_13565	1.58E-01	2.98E-04	0.00699613	-1.31E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	pcoB	6.36E-02	2.99E-04	0.00699613	1.39E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	pcoD	6.36E-02	2.99E-04	0.00699613	1.39E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	pcoC	6.36E-02	2.99E-04	0.00699613	1.39E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	DUF4406 domain-containing protein	1.21E-01	3.00E-04	0.00699731	-1.78E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_1289	1.80E-01	3.00E-04	0.00699731	-1.26E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_15209	1.09E-01	3.06E-04	0.00712598	-2.03E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_3973	7.68E-02	3.07E-04	0.00713799	1.49E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	yohC	8.46E-01	3.08E-04	0.00714997	-1.02E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_22886	1.80E-02	3.10E-04	0.00718508	2.22E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_34181	5.52E-02	3.11E-04	0.00718566	-2.07E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	Acyl-CoA-dh-1 domain-containing protein	4.68E-02	3.11E-04	0.00718566	1.44E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_34741	1.16E-01	3.12E-04	0.00719748	-1.80E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_4427	9.46E-01	3.14E-04	0.0072323	-1.35E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	yohD	8.30E-01	3.17E-04	0.00729001	-9.58E-01	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	group_25662	2.76E-02	3.18E-04	0.00730162	1.89E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_11941	3.45E-01	3.19E-04	0.00731319	1.55E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_26872	1.44E-02	3.21E-04	0.00734761	2.46E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_29643	3.00E-02	3.22E-04	0.00735907	1.81E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_25711	3.36E-02	3.23E-04	0.00735911	1.92E+00	IBD	FALSE	0	0	0
Escherichia_coli__66_5	833	group_13583	3.21E-01	3.23E-04	0.00735911	-9.67E-01	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	chuW	6.33E-01	3.27E-04	0.00742728	-4.37E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	chuV	6.33E-01	3.27E-04	0.00742728	-4.37E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	Fimbria/pilus outer membrane usher protein	2.89E-01	3.30E-04	0.00748389	-1.17E+00	Health	FALSE	0	0	0
Escherichia_coli__66_5	833	Plasmid protein	1.02E-01	3.31E-04	0.00749504	-1.98E+00	Health	FALSE	0	0	0
